feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Cellulosilyticum	Cohort	Cow	0.892164561852967	0.0597191126782815	2208	480	3.85121463065739e-48	3.71528940839889e-47
Pedobacter	Cohort	Cow	1.22935917638035	0.0832675505589918	2208	639	1.75805154842321e-46	1.64754545109375e-45
Kurthia	Cohort	Cow	1.03661723456409	0.0716614291214702	2208	414	2.26743570580234e-45	2.06588586528658e-44
Loigolactobacillus	Cohort	Cow	1.09818738041387	0.0759715779752573	2208	361	2.58778461773653e-45	2.29403609356104e-44
Neorhizobium	Cohort	Cow	1.20686729915516	0.0856375205496956	2208	554	3.04671032934277e-43	2.62979207374849e-42
Clostridium.sensu.stricto.1	Cohort	Farmer	1.75104471600181	0.125636789741425	2208	1238	3.26047115149024e-42	2.74213984022769e-41
Caryophanon	Cohort	Cow	1.05224756734704	0.0755712209659608	2208	469	5.63891357767612e-42	4.62390913369442e-41
Lachnospiraceae.UCG.010	Cohort	Cow	0.643322925643855	0.0499572883782955	2208	357	1.2761244121365e-36	1.0208995297092e-35
Curtobacterium	Cohort	Cow	1.11007117652963	0.0879890268737931	2208	494	2.77606958206064e-35	2.16797814979974e-34
Lachnospiraceae.NK3A20.group	Cohort	Farmer	1.52933400506819	0.122487084195588	2208	1075	1.31640837482207e-34	1.00414406265497e-33
Mailhella	Cohort	Cow	0.609088525332353	0.0488795665145253	2208	335	1.97655966310374e-34	1.47343538522279e-33
Ligilactobacillus	Cohort	Cow	0.753354498506499	0.0607054964414832	2208	313	3.1248578500218e-34	2.27767416623811e-33
Succinivibrio	Cohort	Cow	0.73291062955218	0.0591587823175848	2208	382	4.01294091222384e-34	2.86140134610744e-33
Dorea	Cohort	Cow	0.732081684010752	0.0601274131448698	2208	459	4.74777596363882e-33	3.31334152356071e-32
Lachnospiraceae.AC2044.group	Cohort	Cow	0.746032420469407	0.0627151084039807	2208	324	1.14199596229095e-31	7.80363907565481e-31
HT002	Cohort	Cow	0.876755284368791	0.0748682757808261	2208	226	9.01337411781521e-31	6.03344226661916e-30
Aliicoccus	Cohort	Cow	0.692881182293103	0.0600434445574186	2208	319	6.46010869931061e-30	4.23783130674776e-29
X.Eubacterium..brachy.group	Cohort	Cow	0.528401119280967	0.0463888671787538	2208	319	3.01770302981305e-29	1.9407972427033e-28
Devosia	Cohort	Cow	0.61514827766407	0.0546553954869061	2208	377	1.31693657998509e-28	8.30683073529055e-28
Oceanobacillus	Cohort	Cow	0.833130777737373	0.0743158445934807	2208	309	2.18147095816714e-28	1.32504161903485e-27
Paenibacillus	Cohort	Cow	0.701297067533081	0.062568554258934	2208	310	2.15242275023252e-28	1.32504161903485e-27
Lachnospiraceae.UCG.004	Cohort	Cow	0.549505967948033	0.0491633510941571	2208	278	2.98979056701227e-28	1.78300237450913e-27
Bacteroides	Cohort	Farmer	1.4885735025053	0.134196996088584	2208	1139	7.47033881945728e-28	4.37548416568212e-27
Jeotgalibaca	Cohort	Farmer	1.09063625057061	0.102194635221335	2208	887	5.90323285974121e-26	3.39694803157038e-25
Rikenellaceae.RC9.gut.group	Cohort	Farmer	1.34874998932859	0.126753494626399	2208	961	8.14294794143567e-26	4.60497745653603e-25
Lysinibacillus	Cohort	Cow	0.6801206649466	0.0648109318370065	2208	278	3.58248808233914e-25	1.99162049323261e-24
Coprococcus	Cohort	Cow	0.676825382108101	0.0654448269100281	2208	456	1.64826809481463e-24	9.01053225165334e-24
Pseudoclavibacter	Cohort	Cow	0.617401672575892	0.0606213523481196	2208	338	8.2921847319404e-24	4.45874851160074e-23
Christensenellaceae.R.7.group	Cohort	Farmer	1.16405177609971	0.11660456198845	2208	949	5.57230585501199e-23	2.94792954910312e-22
Cellvibrio	Cohort	Cow	0.552396092755955	0.0555164443327626	2208	289	7.60264972052913e-23	3.95820493386279e-22
dgA.11.gut.group	Cohort	Cow	0.432180234601686	0.0445983444048438	2208	250	9.02490753307929e-22	4.62526511070314e-21
Prevotellaceae.UCG.003	Cohort	Farmer	0.989979392096549	0.104108517548508	2208	785	4.88592404767159e-21	2.46551244251736e-20
Methanosphaera	Cohort	Cow	0.367155291084543	0.0388355077632002	2208	278	8.03660599407365e-21	3.99394964553963e-20
Pseudomonas	Cohort	Farmer	1.4582795307436	0.154837122868468	2208	1314	1.12145439511678e-20	5.49010509848214e-20
Saccharopolyspora	Cohort	Cow	0.701481564857124	0.0744890777363037	2208	345	1.22058036241662e-20	5.887505277539e-20
Curtobacterium	Cohort	Farmer	0.954419117316246	0.101560157187346	2208	494	1.35441752389025e-20	6.43839054834788e-20
X.Ruminococcus..gauvreauii.group	Cohort	Cow	0.594731522416017	0.065564051972996	2208	417	2.54225049700384e-19	1.19122594716752e-18
Clostridioides	Cohort	Farmer	1.00611276220783	0.111230235430287	2208	893	3.20450155535362e-19	1.48038945092393e-18
Acholeplasma	Cohort	Cow	0.445263180537708	0.0495188625606666	2208	240	5.2804640023026e-19	2.40554471216007e-18
Frondihabitans	Cohort	Cow	0.55548427747887	0.0625678365745671	2208	312	1.38577604265671e-18	6.22650057522467e-18
Halomonas	Cohort	Cow	0.42538789566975	0.0481905546730202	2208	264	2.14070047210954e-18	9.48851020070176e-18
Saccharopolyspora	Cohort	Farmer	0.730718368681258	0.0860714737799202	2208	345	3.81773047518949e-17	1.66962079448287e-16
Ignavigranum	Cohort	Farmer	0.678879574833742	0.0814684857808309	2208	561	1.37409524798515e-16	5.9303058070938e-16
Paracoccus	Cohort	Cow	0.658024365234372	0.0835295557011377	2208	635	5.20999183943583e-15	2.2193211991363e-14
Pedobacter	Cohort	Farmer	0.751733293039509	0.0964809353440629	2208	639	1.04959192684771e-14	4.41366861546218e-14
Caryophanon	Cohort	Farmer	0.665336904306914	0.087400644359652	2208	469	4.06452893841452e-14	1.68755125544299e-13
Anaerococcus	Cohort	Cow	-5.01678348123966	0.266537421219727	2208	1002	7.62185275673897e-14	3.12495963026298e-13
Frondihabitans	Cohort	Farmer	0.539917286246951	0.0723750385010064	2208	312	1.24008425993047e-13	5.02157576860735e-13
Weissella	Cohort	Farmer	1.11554020072351	0.15098581996524	2208	1277	2.10422328878693e-13	8.4168931551477e-13
Glutamicibacter	Cohort	Cow	2.89608255926131	0.158898391988399	2208	977	8.50923264361308e-13	3.36268470735553e-12
Neorhizobium	Cohort	Farmer	0.70117913100373	0.0989082034183512	2208	554	1.81220312831898e-12	7.07622173915029e-12
Acinetobacter	Cohort	Cow	4.02441748892019	0.214203945907012	2208	1585	1.87854716993074e-12	7.24898202043861e-12
Corynebacterium	Cohort	Cow	-3.86573852964168	0.158318495879628	2208	2128	6.30860340577184e-12	2.40607199661996e-11
Cellulosilyticum	Cohort	Farmer	0.468212637909384	0.0688108725790392	2208	480	1.30596366704556e-11	4.92363313552808e-11
Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	Cohort	Cow	0.347055500416798	0.0529672245122071	2208	237	7.1023436649185e-11	2.6472371841969e-10
Peptoniphilus	Cohort	Cow	-4.02675832026289	0.258952014825044	2208	887	3.01885715103796e-10	1.11256757925894e-09
Psychrobacter	Cohort	Cow	5.68506811039707	0.190694239676146	2208	1406	3.1934190583513e-10	1.16382383459914e-09
Monoglobus	Cohort	Farmer	0.555053401470206	0.087953897126976	2208	600	3.35165324547757e-10	1.20806842254576e-09
Dorea	Cohort	Farmer	0.437042309567204	0.0693989333687136	2208	459	3.64372221114944e-10	1.29906617962719e-09
Methanobrevibacter	Cohort	Cow	1.85675734998633	0.0937083968987163	2208	847	5.90711637460349e-10	2.08337007620424e-09
Alistipes	Cohort	Cow	1.83546885656815	0.0984024056554156	2208	790	7.32578352083266e-10	2.55623084556714e-09
Aerosphaera	Cohort	Farmer	0.526214413058093	0.0854697807738984	2208	492	8.81710001203623e-10	3.04421979362935e-09
Aerococcus	Cohort	Cow	4.41225275934407	0.11057055849552	2208	1333	1.94472427270433e-09	6.64447459840647e-09
Mogibacterium	Cohort	Cow	1.42963793038337	0.0755189823717152	2208	705	2.8563277380296e-09	9.65851028941968e-09
Prevotellaceae.UCG.004	Cohort	Farmer	0.482455459321696	0.0819769841604502	2208	555	4.63779660745858e-09	1.55224212984328e-08
Atopostipes	Cohort	Cow	2.21464475837354	0.105301103599846	2208	930	5.50935541901442e-09	1.82532179539064e-08
Jeotgalicoccus	Cohort	Cow	3.79823387157296	0.140933687534886	2208	1263	1.07224391326214e-08	3.5169600354998e-08
Dietzia	Cohort	Cow	2.28482723506375	0.12780048154415	2208	986	1.38374678107646e-08	4.49375192270374e-08
Finegoldia	Cohort	Cow	-3.56081796607179	0.238994243386666	2208	718	1.70681746184622e-08	5.48858948515255e-08
Family.XIII.AD3011.group	Cohort	Cow	0.846423076748538	0.0704633206223401	2208	476	2.80812267249682e-08	8.9423712289219e-08
Facklamia	Cohort	Cow	3.3556061377248	0.108000856077849	2208	1193	3.32231565122337e-08	1.0378281272393e-07
X.Eubacterium..hallii.group	Cohort	Cow	0.239419063576282	0.0431778952874236	2208	261	3.29540237630719e-08	1.0378281272393e-07
Alloprevotella	Cohort	Cow	0.91428463970283	0.0884873758008567	2208	581	4.37300405056304e-08	1.3531559703629e-07
Sphingobacterium	Cohort	Cow	1.93514227608882	0.15139480765553	2208	762	9.07182504001346e-08	2.78089590011628e-07
Mycoplasma	Cohort	Cow	1.2915040684867	0.140889385400935	2208	366	1.09968778716128e-07	3.33979253878612e-07
Levilactobacillus	Cohort	Cow	1.59457410480075	0.13473414239193	2208	451	1.31032754362844e-07	3.94300398449658e-07
Ruminococcus	Cohort	Cow	0.721439981838844	0.0627027624760025	2208	374	1.45319236924402e-07	4.33315542829125e-07
UCG.001	Cohort	Farmer	0.392507525138562	0.074437358208452	2208	468	1.47444096137015e-07	4.35690662458928e-07
Brachybacterium	Cohort	Cow	2.4921596383446	0.170204924442761	2208	1175	1.86956551230309e-07	5.45837440931095e-07
Flavobacterium	Cohort	Cow	1.36631528420714	0.11042795772282	2208	653	1.8804765495492e-07	5.45837440931095e-07
Lachnospiraceae.UCG.001	Cohort	Cow	0.539657087928535	0.0613604439903805	2208	307	1.92477996491188e-07	5.53796340781663e-07
Devosia	Cohort	Farmer	0.327907821752697	0.0631971108994994	2208	377	2.31320124065657e-07	6.59765223422049e-07
Flaviflexus	Cohort	Cow	0.458315355194165	0.0516676570004941	2208	254	2.85964899956118e-07	8.08590406772471e-07
Filobacterium	Cohort	Cow	1.25071092645338	0.119173464346316	2208	415	4.68486211133065e-07	1.31336305343287e-06
Knoellia	Cohort	Cow	1.61849209472836	0.132969058067814	2208	772	4.97226549092687e-07	1.3821212551051e-06
Parasutterella	Cohort	Cow	0.423688761353252	0.0542828723439991	2208	255	5.93197711197662e-07	1.63503234683053e-06
Treponema	Cohort	Cow	1.49928728849779	0.0985777898476382	2208	653	6.22348238202507e-07	1.70108518442019e-06
Carnobacterium	Cohort	Cow	1.90252137704598	0.145479244933532	2208	532	6.39658958002985e-07	1.73395155557834e-06
Sphingomonas	Cohort	Cow	1.74554273540562	0.192347183519472	2208	1048	6.56243127819773e-07	1.76432578626955e-06
Nocardiopsis	Cohort	Cow	0.600065023082754	0.0748451165964636	2208	337	7.2446660363251e-07	1.93191094302003e-06
Lactococcus	Cohort	Cow	1.51678053467495	0.200103534235671	2208	744	8.8826218560222e-07	2.33363618425814e-06
NK4A214.group	Cohort	Farmer	0.387322033348894	0.0785829087036163	2208	586	8.89343058025205e-07	2.33363618425814e-06
Phascolarctobacterium	Cohort	Farmer	0.334375647831916	0.0680736165870266	2208	500	9.70758624747558e-07	2.52705419775555e-06
Leucobacter	Cohort	Cow	0.681985844026196	0.0586968488078874	2208	336	1.06656831089913e-06	2.7361098855287e-06
Prevotellaceae.UCG.001	Cohort	Cow	0.631141127258158	0.0589709162202626	2208	375	1.06775019923071e-06	2.7361098855287e-06
UCG.009	Cohort	Cow	0.675449189486799	0.0548691807514291	2208	365	1.11120491958589e-06	2.82538925290055e-06
Gemella	Cohort	Cow	-1.05429923461372	0.140744797062533	2208	270	1.17156715294056e-06	2.95595404741925e-06
Atopostipes	Cohort	Farmer	1.74647006970864	0.122134586977265	2208	930	1.25177817105761e-06	3.13422320692288e-06
Akkermansia	Cohort	Cow	0.468433213514458	0.0489191464846604	2208	304	1.35701391584225e-06	3.37197397269892e-06
Colidextribacter	Cohort	Cow	0.677669990385146	0.0798224863604793	2208	341	1.4283304095727e-06	3.52249905518681e-06
Acinetobacter	Cohort	Farmer	1.95450202323179	0.25625427112694	2208	1585	1.48296371586321e-06	3.62994103584429e-06
Pseudarthrobacter	Cohort	Cow	0.745539221104159	0.0866015861094089	2208	328	2.02861925519002e-06	4.92879344964686e-06
Stenotrophomonas	Cohort	Cow	0.830048029570166	0.0845599562451624	2208	474	2.05582851444793e-06	4.95817465249206e-06
Sphingomonas	Cohort	Farmer	1.96403237495924	0.229434144922622	2208	1048	2.22327308035363e-06	5.3228727763211e-06
Dolosigranulum	Cohort	Cow	-2.5148353164073	0.413164016320262	2208	526	2.3916944851955e-06	5.6846071822038e-06
Latilactobacillus	Cohort	Cow	1.13144885698928	0.130230017710468	2208	411	2.41315885787363e-06	5.69436047037805e-06
Citricoccus	Cohort	Cow	0.5517815468157	0.0709722602041719	2208	258	2.50147433634177e-06	5.86059701657215e-06
X.Eubacterium..nodatum.group	Cohort	Cow	0.386204133744785	0.051585031937117	2208	244	2.52633986106715e-06	5.87687570517749e-06
Macrococcus	Cohort	Cow	0.568070653275306	0.0878801241820313	2208	251	2.83500460300017e-06	6.54846133650744e-06
Jeotgalicoccus	Cohort	Farmer	2.43703417569001	0.165694342523992	2208	1263	2.96546741282383e-06	6.80191126857494e-06
Anaerosporobacter	Cohort	Cow	0.723435202744148	0.0879544763209151	2208	356	3.05798671436324e-06	6.96541418271627e-06
Arcobacter	Cohort	Cow	0.577037194257893	0.0769544338754764	2208	259	3.1191925656609e-06	7.05582870025363e-06
Agathobacter	Cohort	Cow	0.685667363218679	0.0848468194878239	2208	370	3.56259543266628e-06	8.00363905420918e-06
Chryseobacterium	Cohort	Cow	1.6810808018231	0.126743359287891	2208	836	4.20901444378388e-06	9.39154243238851e-06
Ornithinimicrobium	Cohort	Cow	1.20586727255907	0.128048836425987	2208	420	4.87407215920987e-06	1.08019977582489e-05
Planococcus	Cohort	Cow	1.54187211255301	0.10787706868755	2208	596	5.14648906030313e-06	1.12536560785295e-05
Methylobacterium.Methylorubrum	Cohort	Cow	1.31934787895578	0.101760136543597	2208	727	5.14316899568444e-06	1.12536560785295e-05
Cutibacterium	Cohort	Cow	-1.08003382464451	0.184172980419932	2208	266	6.49609833772203e-06	1.41107301640584e-05
Bacillus	Cohort	Cow	0.965246236938843	0.121695803079903	2208	440	6.85372778709327e-06	1.47896231195171e-05
Acetitomaculum	Cohort	Cow	1.74865724706897	0.0935956339323474	2208	771	7.11092976576182e-06	1.5244346164509e-05
Thermoactinomyces	Cohort	Cow	0.806858349608275	0.111852894513615	2208	374	7.7150511329951e-06	1.63781531098023e-05
Kurthia	Cohort	Farmer	0.370445486870572	0.082633063870085	2208	414	7.73967601225413e-06	1.63781531098023e-05
Aerococcus	Cohort	Farmer	2.11048661949878	0.127286290237362	2208	1333	7.97043612881016e-06	1.67583528862162e-05
Ornithinicoccus	Cohort	Cow	0.950547932541316	0.0930344876221405	2208	346	8.35202539181988e-06	1.74488173790887e-05
Rhodococcus	Cohort	Cow	0.514620366096523	0.0910640100681304	2208	326	1.00022379313185e-05	2.07641395029903e-05
Glutamicibacter	Cohort	Farmer	1.16032792692628	0.189151762127384	2208	977	1.45649954180725e-05	3.00460282838225e-05
Alistipes	Cohort	Farmer	0.931951464678225	0.114543826937034	2208	790	1.47145482582317e-05	3.01648239293751e-05
Lachnospiraceae.AC2044.group	Cohort	Farmer	0.31327795580893	0.0723331386990975	2208	324	1.5510183783444e-05	3.14033350677138e-05
Frisingicoccus	Cohort	Cow	0.520313602256494	0.0774177733782797	2208	287	1.54749534656135e-05	3.14033350677138e-05
Roseburia	Cohort	Cow	0.570223119260644	0.0740408692236062	2208	277	1.62885683579583e-05	3.277699645037e-05
Comamonas	Cohort	Cow	0.59862955245613	0.0727191286951156	2208	271	1.67414614050608e-05	3.34829228101217e-05
Faucicola	Cohort	Cow	1.03957780679294	0.128403107695683	2208	280	2.02974678073956e-05	4.03489057019744e-05
Nocardiopsis	Cohort	Farmer	0.565471618962498	0.0877544074904068	2208	337	2.08248269433575e-05	4.11478508278389e-05
Facklamia	Cohort	Farmer	1.83444567366336	0.124873605678545	2208	1193	2.24486013418037e-05	4.40906661084528e-05
Actinobacillus	Cohort	Cow	0.584938256068809	0.0843701042736275	2208	286	2.35938710783667e-05	4.60642244863349e-05
W5053	Cohort	Cow	0.369334313068691	0.0567299700759649	2208	235	2.63279037712052e-05	5.10979434139367e-05
Haemophilus	Cohort	Cow	-1.70230939510942	0.202747231582295	2208	349	2.64921213392135e-05	5.11142105838943e-05
X.Ruminococcus..torques.group	Cohort	Cow	0.599758200920591	0.0731796413067998	2208	385	2.82476982448117e-05	5.41827194403405e-05
Brevibacterium	Cohort	Cow	1.74002382759973	0.266308020224921	2208	1076	3.45838757116632e-05	6.59506467059624e-05
Methanobrevibacter	Cohort	Farmer	0.805557190761504	0.10943303036756	2208	847	3.79088661152221e-05	7.18734571433112e-05
Nesterenkonia	Cohort	Cow	0.570081940969367	0.0825400672750526	2208	250	3.82469160869786e-05	7.20976349225803e-05
Paracoccus	Cohort	Farmer	0.393249810585943	0.0965894459607259	2208	635	4.8401323287425e-05	9.07179087901452e-05
Psychrobacter	Cohort	Farmer	1.8108150934362	0.224863382237159	2208	1406	4.89291290303404e-05	9.11861041019981e-05
Ruminobacter	Cohort	Cow	1.51149180406525	0.11346601844941	2208	658	5.22528587761225e-05	9.68301563760915e-05
X.Eubacterium..brachy.group	Cohort	Farmer	0.216188436237198	0.0535279574218753	2208	319	5.55763541318123e-05	0.000102410360422665
Lachnospiraceae.UCG.010	Cohort	Farmer	0.232378651636128	0.0576152776077292	2208	357	5.68964909441776e-05	0.000104257257149108
Brachybacterium	Cohort	Farmer	1.54499767087114	0.203194781658177	2208	1175	5.86719741955224e-05	0.00010691337520073
Marinospirillum	Cohort	Cow	0.420475678181418	0.0549283401594365	2208	241	6.05562760191999e-05	0.000109737339968495
Streptococcus	Cohort	Cow	1.69974385180054	0.248051951347012	2208	1290	6.51410046683603e-05	0.000117396975446276
Luteimonas	Cohort	Cow	0.56227799477552	0.0879396846255694	2208	295	7.37877404582884e-05	0.000132253436449828
Mogibacterium	Cohort	Farmer	0.636746549739454	0.0871861109266893	2208	705	8.48712914303617e-05	0.000151292302114993
Paeniglutamicibacter	Cohort	Cow	0.861037115197106	0.121116935994426	2208	328	0.000101733113731473	0.000180370061102287
Dietzia	Cohort	Farmer	1.02121731076073	0.151425845413751	2208	986	0.000113168684774127	0.000199566282827493
Hymenobacter	Cohort	Farmer	0.444756860139695	0.0832346119580206	2208	223	0.000126851204716149	0.000222498369769501
Nocardioides	Cohort	Cow	0.505745071209047	0.0587912539306861	2208	312	0.000136253057239412	0.000237718099864507
Methylobacterium.Methylorubrum	Cohort	Farmer	1.0434683469641	0.118389151272885	2208	727	0.000181339872060119	0.000314706232993223
Veillonella	Cohort	Cow	-1.1160105413975	0.234878965934823	2208	313	0.000192677015710441	0.000332621374489604
Kocuria	Cohort	Cow	2.53355791298341	0.181162985031431	2208	1107	0.000298528943287084	0.000512657033498239
Planococcus	Cohort	Farmer	1.04149671446264	0.126661289293395	2208	596	0.000309812794321931	0.000529263523633299
Succinivibrio	Cohort	Farmer	0.24624009111075	0.0683679001921776	2208	382	0.000323209149249409	0.000549288087843555
Lawsonella	Cohort	Cow	-1.09316124512267	0.243531274969774	2208	285	0.000329687644868183	0.000557410038746206
dgA.11.gut.group	Cohort	Farmer	0.184351476963614	0.0514312158141007	2208	250	0.000345227346926896	0.000580690101497549
Mailhella	Cohort	Farmer	0.201924345765414	0.0563813889444503	2208	335	0.000349344905254738	0.000584618004712011
Cellvibrio	Cohort	Farmer	0.23042175701066	0.0644595420587953	2208	289	0.000358239832639798	0.000596460228963725
Knoellia	Cohort	Farmer	0.897377975243536	0.157394489467211	2208	772	0.000381790571716331	0.000632461149105841
Erysipelothrix	Cohort	Cow	0.452089703437097	0.0623421293341973	2208	271	0.000422747048100192	0.000696789104406346
Massilia	Cohort	Cow	0.460518833080785	0.0955505438783354	2208	342	0.000444051163337752	0.000728243907873914
Actinomyces	Cohort	Cow	-1.09542623890066	0.248083397769039	2208	385	0.000457924823980192	0.00074726040928111
Sanguibacter.Flavimobilis	Cohort	Cow	0.559689964724367	0.0593524976774257	2208	289	0.000474606963599866	0.000770648930993842
Enterococcus	Cohort	Farmer	0.345278954651173	0.100282911829926	2208	644	0.000586014203927557	0.000946860388612014
Massilia	Cohort	Farmer	0.540346981441482	0.113281094996331	2208	342	0.000659012193226808	0.00105958823224702
Acholeplasma	Cohort	Farmer	0.193191500439479	0.0572505827791978	2208	240	0.000752563137615441	0.0012041010201847
Brevundimonas	Cohort	Farmer	0.518372091831005	0.115913416229961	2208	429	0.000809084916132632	0.0012882517111238
Family.XIII.AD3011.group	Cohort	Farmer	0.375261359294279	0.0826365743130239	2208	476	0.000882929858436511	0.00139903861626655
Marvinbryantia	Cohort	Cow	0.62861929659557	0.0675288714039723	2208	325	0.000937762193009314	0.00147877884282238
Treponema	Cohort	Farmer	0.629672602644541	0.115557502872893	2208	653	0.0011513120809823	0.0018068438400105
Bifidobacterium	Cohort	Cow	2.19112763510101	0.129733273195622	2208	1004	0.00118044103609124	0.00184373647541869
Alloprevotella	Cohort	Farmer	0.428960546214906	0.103995247948429	2208	581	0.001240329231893	0.00192809473014647
Methanosphaera	Cohort	Farmer	0.143405952524363	0.0448724488981588	2208	278	0.00141398278756872	0.00218767148265349
Lachnospiraceae.UCG.004	Cohort	Farmer	0.180496374744286	0.0567409675826166	2208	278	0.00148790033642887	0.00229122680914868
Mannheimia	Cohort	Cow	1.25850414183281	0.237443959779703	2208	437	0.00166205309617845	0.00254744586703987
Aliicoccus	Cohort	Farmer	0.216723879005363	0.0692153141749996	2208	319	0.00176455301016809	0.00269196924341922
Acetitomaculum	Cohort	Farmer	0.762924799696059	0.10883468721321	2208	771	0.0018736950124457	0.00284524057445459
Aureimonas	Cohort	Cow	0.35074905904115	0.0779336350376009	2208	248	0.0023697303791373	0.00358189660994025
Salinicoccus	Cohort	Cow	1.57941774903048	0.0988794944627291	2208	625	0.0024144765383249	0.00363279038793838
Coprococcus	Cohort	Farmer	0.22855099666859	0.0755486266702607	2208	456	0.00251345145716094	0.00376443871209492
Chryseobacterium	Cohort	Farmer	0.710977248140257	0.149614572229942	2208	836	0.00324638621181529	0.00484006671579734
Corynebacterium	Cohort	Farmer	-0.693971363662246	0.187438448257566	2208	2128	0.0033817856669142	0.00501912080881383
Pseudarthrobacter	Cohort	Farmer	0.38570732343235	0.102241550392592	2208	328	0.00346428947090874	0.00511840966873003
Ornithinimicrobium	Cohort	Farmer	0.609015127378399	0.152408988308104	2208	420	0.00349923214086028	0.00514685265561513
Anaerosporobacter	Cohort	Farmer	0.387010289859029	0.104440613902507	2208	356	0.0035826644676811	0.00524604439910447
Ruminobacter	Cohort	Farmer	0.756952038327269	0.134127518676106	2208	658	0.00371792357929521	0.00541990637337257
Rhodococcus	Cohort	Farmer	0.35197638668499	0.108952663280573	2208	326	0.0040333549544614	0.00585371869497053
Thermomonas	Cohort	Cow	0.489332307652601	0.0571000726752891	2208	307	0.00406750667694682	0.00587727837021391
